Code;Nom;Type-de-retenue;Région;Département;Commune;Rivière;Date-construction;Lat;Lon;Lat. barrage;Long. Barrage;Lat. retenue;Long. Retenue;hauteur (m);Volume_Mm3;superficie_ha;Sbassin amont (km²);altitude_mNGF;Maitre-ouvrage_exploitant;Usages
394;Quinson;"Retenue ""classique""";PACA;Alpes de Haute Provence;Quinson;Le Verdon;1974;43,6987;6,05314;43,698804;6,052961;43,699068;6,053519;44,5;19,5;191;1661;404;EDF;Hydroélectricité/Irrigation/Alimentation en eau/Loisirs
395;Rabodanges;"retenue ""linéaire"" - vallée de rivière";Normandie;Orne;Rabodanges;Orne;1959;48,7875;-0,296111;48,788202;-0,296757;48,788371;-0,294612;17;5,2;112,5;1000;127,5;EDF;Hydroélectricité
396;Radonvilliers;"Retenue ""classique""";Grand-Est;Aube;Radonvilliers;Amance;1988;48,3553;4,50722;48,356057;4,506581;48,35292;4,507783;16,5;22;490;1600;140,85;Etpb Seine Grands Lacs;Crues/Alimentation en eau/Loisirs
397;Rance;"retenue ""linéaire"" - estuaire";Bretagne;Ille et Vilaine;Saint Malo;la Rance;1966;48,6182;-2,02388;48,618581;-2,021829;48,611768;-2,019361;23,5;184;22000;?;10;EDF;Hydroélectricité
398;Raschas;à déterminer;Occitanie;Lozère;Prévenchères;Le Chassezac;1964;44,5067;3,92306;;;;;18,7;1,554;25;102;827;EDF;Hydroélectricité
399;Rassisse;"Retenue ""classique""";Occitanie;Tarn;Mont-Roc;Le Dadou;1955;43,8058;2,35056;43,804567;2,347761;43,806503;2,347138;30;13;130;210;360; SIAH Dadou;eau potable/soutien d’étiage/hydroélectricité
400;Raviège;"retenue ""linéaire"" - vallée de rivière";Occitanie;Tarn;Anglès;L'Agout;1957;43,5953;2,59611;43,595215;2,595923;43,593366;2,597672;37;44,73;438;365;665;Conseil départemental du Tarn;Irrigation/Alimentation en eau/Navigation
401;Ravilloles Amont;"Type ""classique""";Bourgogne-France-Comté;Jura;Ravilloles;La Lizonne;1909;46,4319;5,80861;;;;;15,0;0,3;4,03;?;?;?;Hydroélectricité
402;Réaltort;retenue sèche (crues ou abandonnée);PACA;Bouches du Rhône;Aix-en-Provence;Merindole;?;43,4686;5,325;43,468716;5,324062;43,470336;5,323032;17;2;xx70;16;207,2;Commune De Marseille / Société Des Eaux De Marseille;Alimentation en eau/Crues
403;Redevis;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Saint-Victor-Montvianeix;La Credogne;1909;45,9264;3,65556;;;;;16,6;0,2;2,2;7;779,35;Commune de Thiers;Alimentation en eau / Loisirs
404;Renung;à déterminer;Nouvelle Aquitaine;Landes;Renung;Bayle;1995;43,7442;-0,370833;43,744261;-0,370864;43,741408;-0,37022;19,4;2;27;10;98;?;Irrigation / Alimentation en eau
405;Ribou;"Retenue ""classique""";Pays-de-la-Loire;Maine-et-Loire;la Tessoualle;Maine;1957;47,025;-0,846944;47,025058;-0,846902;47,027296;-0,8454;15;3,2;86;137;87;?;Alimentation en eau/Loisirs
406;Riète;à déterminer;Occitanie;Ariège;Aston;Aston;1956;42,7103;1,66389;42,71013;1,664151;42,70883;1,66414;34,5;0,8;7,5;107;1086;?;Hydroélectricité
407;Riou;"Type ""classique""";PACA;Hautes Alpes;Saint-Genis;Riou;1991;44,3629;5,76748;44,363267;5,767472;44,364985;5,767815;20,6;0,84;15;17,65;639,6;EDF;Hydroélectricité
408;Riou de Meaulx;"Type ""classique""";PACA;Var;Saint-Paul-en-Forêt;Rioux de Meaulx;1981;43,565;6,64111;43,564988;6,641259;43,565711;6,641345;63;0,75;15;20,3;195,25;?;Loisirs
409;Rioumajou;à déterminer;Occitanie;Hautes-Pyrénées;Saint-Lary-Soulan;Rioumajou;1944;42,755;0,304722;;;;;22,5;0,06;1,2;50,4;1330;?;Irrigation
410;Rive sur le Ban;;Auvergne-Rhône-Alpes;Loire;La Valla-en-Gier;Ban;?;45,4258;4,51556;;;;;44,8;1,491;12;21;527,57;Saint-Etienne Métropole;Alimentation en eau
411;Rivières;"retenue ""linéaire"" - fil de l'eau";Occitanie;Tarn;Brens;Le tarn;1951;43,9058;1,96222;43,906146;1,962547;43,904883;1,964074;23,1;26,44;306;4900;138;EDF;Hydroélectricité
412;Rizzanese;;Corse;Corse du Sud;Levie;Rizanese;2012;41,7347;9,11444;;;;;39,5;1,3;11;114,4;546,5;?;Hydroélectricité/Irrigation
413;Roche aux Moines;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Creuse;Châtelus-le-Marcheix;Creuse;1932;46,502;1,58222;46,50271;1,581492;46,501839;1,580183;17;4,28;70;2450;146;EDF;Hydroélectricité
414;Roche bat l'Aigue;"retenue ""linéaire"" - vallée de rivière";Centre-Val-de-Loire;Indre;Badecon-le-Pin;La Creuse;1977;46,53;1,58222;46,529791;1,581595;46,528876;1,581938;17;1,56;29;2550;127;EDF;Hydroélectricité
415;Roche Qui Boit;;Normandie;Manche;Ducey;La Selune;1919;48,6061;-1,25861;;;;;15,4;1,5;30;750;29,22;EDF;Hydroélectricité/Alimentation en eau/Loisirs
416;Roche Talamie;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Creuse;Châtelus-le-Marcheix;Le Taurion;1931;46,0094;1,62139;46,009387;1,620796;46,008568;1,622095;24;8,8;155;685;379;EDF;Hydroélectricité
417;Rochebut;"retenue ""linéaire"" - vallée de rivière";Auvergne-Rhône-Alpes;Allier;Mazirat;Le Cher;1909;46,2408;2,53444;46,241034;2,534611;46,239728;2,53356;48,5;20,5;158;1600;302,68;EDF;Hydroélectricité
418;Rochemaure;"retenue ""linéaire"" - fil de l'eau";Auvergne-Rhône-Alpes;Ardèche;Rochemaure;Le Rhône;1958;44,5925;4,72639;44,592527;4,726337;44,594956;4,736207;18;46;800;70350;75;CNR;Hydroélectricité / navigation,
419;Rophémel;"retenue ""linéaire"" - vallée de rivière";Bretagne;Côte d'Armor;Guenroc;Rance;1937;48,3194;-2,06139;48,319508;-2,061272;48,318167;-2,061078;23;5;90;380;46,1;Spl Eau De Bassin Rennais;Hydroélectricité
420;Rorota;;DOM-TOM;Guyane;Remire-Montjoly;Hervieux;?;4,88205;-52,252;;;;;17;0,9;7,9;?;125;Communauté De Communes Du Centre Littoral;Alimentation en eau
421;Roselend;"Retenue ""classique""";Auvergne-Rhône-Alpes;Savoie;Beaufort;Doron de Roselend;1960;45,6839;6,61972;45,684057;6,619611;45,682948;6,623666;150;185;320;43,7;1559;EDF;Hydroélectricité
422;Roucarie;"Retenue ""classique""";Occitanie;Tarn;Trévien;Ceret;1948;44,0839;2,13028;44,08373;2,12983;44,083484;2,13322;26;5,6;64;54;261;Conseil départemental du Tarn;Irrigation/Alimentation en eau
423;Rouchain;;Auvergne-Rhône-Alpes;Loire;Renaison;Rouchain;1984;46,0439;3,86917;;;;;55;7;38;33;500;Commune de Roanne / Syndicat d'Eau et d'Assainissement Roannaise de l'Eau;Alimentation en eau
424;Roujanel;"retenue ""linéaire"" - vallée de rivière";Auvergne-Rhône-Alpes;Ardèche;Montselgues;La Borne;1964;44,5372;3,96611;44,537305;3,966045;44,538062;3,96567;47;6,67;41;98;615;EDF;Hydroélectricité
425;Rouland;abandonné;Normandie;Manche;Tonneville;Rouland;1958;49,6481;-1,70278;;;;;18,0;0,3;abandonné;2;?;Communauté Urbaine De Cherbourg;?
426;Rouvière;"retenue ""linéaire"" - vallée de rivière";Occitanie;Gard;Bragassargues;Le Crieulon;1971;43,9261;4,02472;43,92616;4,024815;43,927002;4,024364;18;8,937;215;97;87;EDF;Hydroélectricité
427;Roynac;;Auvergne-Rhône-Alpes;Drôme;Roynac;Guelle;1991;44,6422;4,95917;;;;;15;0,09;1,5;?;?;ASA de Roynac;Irrigation
428;Sacles;à déterminer;Occitanie;Gers;Clermont-Pouyguillès;Sacles;1995;43,4856;0,519722;43,485889;0,519747;43,485832;0,51846;16;0,73;13,1;2;206;Commune de Campan;Loisirs
429;Saignon;retenue sèche;PACA;Alpes de Haute Provence;La Motte du Caire;Seignon;1962;44,3519;6,01889;44,352146;6,018794;44,35276;6,018322;17,0;0,2;sec;?;?;Syndicat Intercommunal Basse Durance;?
430;Saillant;à déterminer;Nouvelle Aquitaine;Corrèze;Allassac;Vezère;1930;45,2873;1,46746;45,28736;1,467359;45,287911;1,467815;26,6;0,45;7;963;167;?;Hydroélectricité
431;Saint Agnan;"Retenue ""classique""";Bourgogne-France-Comté;Nièvre;Saint-Agnan;Le Cousin;1969;47,3364;4,0775;47,33642;4,077245;47,334035;4,078189;16;4,7;133;50;523;Syndicat Intercommunal De Terre Plaine Morvan / Lyonnaise Des Eaux;Alimentation en eau/Hydroélectricité/Loisirs
432;Saint Cassien;"Retenue ""classique""";PACA;Var;Tanneron;Biancon;1966;43,5986;6,83139;43,598686;6,830988;43,599432;6,829315;66;60;374;132,5;155,5;EDF;Hydroélectricité/Irrigation
433;Saint Christophe;"Type ""classique""";PACA;Bouches du Rhône;la Roque-d'Anthéron.;Rogne D'antheron;?;43,7072;5,35694;43,707354;5,356758;43,70664;5,354269;19,8;2;22;?;18;Commune De Marseille / Société Des Eaux De Marseille;Alimentation en eau
434;Saint Egrève;"Type ""linéaire rivière";Auvergne-Rhône-Alpes;Isère;Noyarey;L'Isère;1990;45,2361;5,65833;;;;;16,5;6,8;linéaire;9385;?;EDF;Hydroélectricité
435;Saint Esprit;"Type ""classique""";PACA;Var;Fréjus;Valescure;1981;43,4564;6,76944;43,456485;6,769346;43,456703;6,770097;22;0,06;2;3,6;44;Sivom Fréjus Saint-raphaël;Crues, loisirs
436;Saint Estève;digue de canal;PACA;Bouches du Rhône;Peyrolles-en-Provence;la Durance;1963;43,6383;5,56083;;;;;15,0;5,5;digue canal;?;?;EDF;Hydroélectricité
437;Saint Etienne Cantales;"retenue ""linéaire"" - vallée de rivière";Auvergne-Rhône-Alpes;Cantal;Saint-Gérons;Cere;1947;44,9453;2,2917;44,945028;2,2187;44,942476;2,219816;63;133;562;695;518;EDF;Hydroélectricité
438;Saint Ferréol;"Retenue ""classique""";Occitanie;Haute-Garonne;Vaudreuille;Laudot;?;43,4364;2,02083;43,437796;2,019415;43,437655;2,021217;32;6,37;67;47,7;350;VNF;navigation
439;Saint Fraimbault;"retenue ""linéaire"" - vallée de rivière";Pays-de-la-Loire;Mayenne;Saint-Fraimbault-de-Prières;La Mayenne;1978;48,3643;-0,590845;48,364444;-0,590765;48,365698;-0,593855;4;3,2;123;1846;96,71;Departement De La Mayenne/saur + Shema;Alimentation en eau, Hydroélectricité, Activité touristique
440;Saint géraud;"Retenue ""classique""";Occitanie;Tarn;Andouque;Le cérou;1992;44,0306;2,31444;44,030825;2,314322;44,031534;2,316146;45,5;15;101;80,3;366;Institution inter-départementale du barrage de St-Géraud (=CD81+82)  ;soutien d’étiage
441;Saint Guérin;"Retenue ""classique""";Auvergne-Rhône-Alpes;Savoie;Beaufort;Poncellamont;1961;45,6503;6,57944;45,650148;6,579374;45,648648;6,580704;69;13,5;44;19;1559;EDF;Hydroélectricité
442;Saint Lazare;"retenue ""linéaire"" - fil de l'eau";PACA;Alpes de Haute Provence;Sisteron;La Durance;1976;44,1751;5,95194;44,175206;5,95198;44,177053;5,952323;19,4;6,19;118;6326;464,5;EDF;Hyrdoélectricité
443;Saint Marc;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Haute-Vienne;Saint-Laurent-les-Églises;Le Taurion;1930;45,9275;1,45556;45,927764;1,455474;45,928585;1,457974;40;20;150;1000;284;EDF;Hydroélectricité
444;Saint Martial;;Auvergne-Rhône-Alpes;Ardèche;Saint-Martial;Sousseyron;1975;44,865;4,28232;;;;;15;0,65;13;1;832;Syndicat Départemental D'Equipement de l'Ardèche;Loisirs / Alimentation en eau
445;Saint Maur Soulès;à déterminer;Occitanie;Gers;Saint-Maur;Rodou;1987;43,4817;0,352222;;;;;15;0,55;12;2,6;207;EDF;Hydroélectricité
446;Saint Nicolas;"Retenue ""classique""";Grand-Est;Ardennes;Les Mazures;0;1973;49,9271;4,61083;49,927609;4,610314;49,925841;4,608426;36;8,34;65;90;178;EDF;Hydroélectricité
447;Saint Pardoux;"Retenue ""classique""";Nouvelle Aquitaine;Haute-Vienne;Saint Pardoux;Couze;1976;46,0533;1,26806;46,053464;1,268132;46,050962;1,268154;19,42;22,9;331;77,3;362;Conseil Départemental De La Haute-vienne / Régie Du Lac De Saint-pardoux;Loisirs / alimentation en eau
448;Saint Pierre Cognet;"retenue ""linéaire"" - vallée de rivière";Auvergne-Rhône-Alpes;Isère;Saint-Jean-d'Hérans;Drac;1957;44,8767;5,80389;44,876638;5,803962;44,876456;5,805314;75;27,53;125;1541;615;EDF;Hydroélectricité
449;Saint Pierre de Bœuf;"retenue ""linéaire"" - fil de l'eau";Auvergne-Rhône-Alpes;Loire;Saint Pierre de Bœuf;Le Rhône;1977;45,3803;4,75778;45,380619;4,757629;45,383121;4,758369;20,95;48;700;?;140;CNR;Hydroélectricité / navigation
450;Saint Pierre Manzo;"Retenue ""classique""";DOM-TOM;Martinique;Ducos;Manche;1980;14,5822;-60,9503;14,588861;-60,936567;14,590855;-60,935323;27;7,9;85;2,2;61;Conseil Départemental De La Martinique;Irrigation/Alimentation en eau
451;Saint Sardos;à déterminer;Occitanie;Tarn-et-Garonne;Saint Sardos;Le Tort;1973;43,9106;1,14;;;;;15,75;0,96;16,33;6,2;?;Compagnie D'amenagement Des Coteaux De Gascogne;irrigation
452;Saint Saturnin d'Apt;"Type ""classique""";PACA;Vaucluse;Saint-Saturnin-lès-Apt;Ravin de la combe;?;43,9447;5,38306;43,944668;5,38308;43,944961;5,383155;16,3;0,0;0,52;5,4;98,7;Commune De Saint-saturnin-d'apt;Loisirs
453;Saint Sernin;;Bourgogne-France-Comté;Saône et Loire;Saint-Sernin-du-Bois;Foulon;1920;46,8383;4,43083;;;;;20;0,88;17;7;442;Communauté Urbaine Creusot Montceau / Compagnie Générale Des Eaux;Alimentation en eau / loisirs
454;Saint Sernin-Lanta;à déterminer;Occitanie;Haute-Garonne;Lanta;Avelanet;1987;43,5408;1,65889;;;;;15;0,92;20;3,9;188;Asa De Saint-sernin;Irrigation
455;Saint Vidian;"retenue ""linéaire"" - fil de l'eau";Occitanie;Haute-Garonne;Mauran;La Garonne;1959;43,1861;1;43,186365;0,999855;43,185643;0,995072;15,5;5;95;4358;257;EDF;Hydroélectricité
456;Saint-Amans;;Bourgogne-France-Comté;Nièvre;Saint-Agnan;La Truel;1951;47,3364;4,0775;;;;;26,5;0,8;11;1,68;728,5;EDF;Hydroélectricité
457;Saint-Cricq;"Retenue ""classique""";Occitanie;Gers;Thoux;L'Arcadèche;1968;43,6897;0,998333;43,68994;0,998511;43,689474;1,001922;15,5;3,5;70;12,5;169;VNF;Navigtion / Loisirs
458;Sainte Cécile d'Andorge;"Retenue ""classique""";Occitanie;Gard;Sainte Cécile d'Andorge;Le Gardon d'Alès;1967;44,2428;3,98139;44,242791;3,981384;44,242176;3,978465;42;1,6;75;109;267;EDF;Hydroélectricité
459;Sainte Croix;"Retenue ""classique""";PACA;Var;Baudinard-sur-Verdon;Le verdon;1974;43,7369;6,13417;43,736806;6,134233;43,736682;6,134963;85;766,9;2180;1590;483;EDF;Hydroélectricité/Irrigation/Alimentation en eau
460;Sainte Engrace;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Sainte Engrace;Gave de Sainte Engrace;1955;43,0038;-0,849039;;;;;38,4;0,335;3;60;?;SHEM;Hydroélectricité
461;Sainte Marguerite Lafigère;à déterminer;Occitanie;Lozère;Pied-de-Borne;Le Chassezac;1966;44,4722;3,98861;;;;;26,7;0,585;11;416;322;Compagnie D'amenagement Des Coteaux De Gascogne;Irrigation
462;Sainte Peyres;"retenue ""linéaire"" - vallée de rivière";Occitanie;Tarn;Saint-Amans-Valtoret;Arn;1936;43,5381;2,49139;43,538183;2,491507;43,539614;2,492923;59,5;34,67;210;129;670;EDF;Hydroélectricité/soutien d’étiage
463;Salagou;"Retenue ""classique""";Occitanie;Hérault;Clermont-l'Hérault;Le Salagou;1970;43,6561;3,40222;43,65601;3,401941;43,654799;3,39958;57;102;700;76;145;BRL  ;Hydroélectricité/Navigation
464;Salignac;"Type linéaire ""lit de canal""";PACA;Alpes de Haute Provence;Peipin;La Durance;1976;44,1367;5,97722;44,13762;5,978844;44,139979;5,97747;25,0;3,8;linéaire canal;6326;?;EDF;Hydroélectricité
465;Sampolo;;Corse;Haute-Corse;Ghisoni;Fium Orbo;1991;42,0953;9,28472;;;;;2,5;2;24,5;128;378;EDF;Hydroélectricité/Irrigation
466;Sarrans;"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Sainte-Geneviève-sur-Argence;La Truyère;1934;44,8294;2,74056;44,829456;2,740676;44,832606;2,740612;105;296;1000;2370;651;EDF;Hydroélectricité
467;Sassière;"Retenue ""classique""";Auvergne-Rhône-Alpes;Savoie;Tignes;Sassière;1959;45,4847;7,00556;45,484823;7,005572;45,482717;7,008297;22,4;10,5;44;10,7;2460,7;EDF;Hydroélectricité
468;Saut de Vésoles;"Retenue ""classique""";Occitanie;Hérault;Fraisse-sur-Agout;Le Bureau;1956;43,5531;2,79389;43,553084;2,794145;43,554763;2,793823;20;2,9;59,5;?;965;?;Irrigation
469;Saut Mortier;;Bourgogne-France-Comté;Jura;Cernon;L'Ain;1966;46,3716;5,64251;;;;;20;1,8;36,7;1140;335;EDF;Hydroélectricité
470;Sautet;"Retenue ""classique""";Auvergne-Rhône-Alpes;Isère;Corps;Drac;1935;44,8172;5,90833;44,817426;5,908336;44,817069;5,912681;110;107,7;348;990;766;EDF;Hydroélectricité
471;Sauveterre;"retenue ""linéaire"" - fil de l'eau";Occitanie;Gard;Sauveterre;Le Rhône;1973;44,0139;4,82861;44,013985;4,828629;44,017903;4,819678;29,5;47;700;76600;20;CNR;Hydroélectricité/Navigation
472;Séchemailles;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Ambrugeat;Les Farges;1984;45,5186;2,12389;45,518671;2,12432;45,520618;2,123944;16;2,4;42;52;632;?;Loisirs
473;Seine Morge;"Retenue ""classique""";Grand-Est;Aube;Mesnil-Saint-Père;Morge;1966;48,2494;4,20806;48,248901;4,308662;48,25393;4,316386;25;207,8;2300;2400;143,5;Etpb Seine Grands Lacs;Crues/Alimentation en eau/Loisirs / Hydroélectricité
474;Selvet;à déterminer;Occitanie;Aveyron;La Terrisse;Selvet;1996;44,7347;2,8475;;;;;19;0,636;14;?;1055;Commune De Carmaux / Siaep Carmaux;Alimentation en eau
475;Sénéchas;à déterminer;Occitanie;Gard;Chambon;La Cèze;1977;44,3186;4,04833;44,31886;4,0481;44,319842;4,046941;58;16,2;25;113;271;EDF;Hydroélectricité
476;Sep;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Saint-Hilaire-la-Croix;Sep;1994;46,03;3,02361;;;;;41;4,7;33;27;503,6;?;irrigation / Alimentation en eau
477;Serre Ponçon;"Retenue ""classique""";PACA;Hautes Alpes;Rousset;La Durance;1960;44,4717;6,27053;44,471561;6,270811;44,478298;6,285402;123,5;1272;2900;3600;783;EDF;Hydroélectricité
478;Serres Castet;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Serres Castet;Gees;1998;43,3917;-0,344444;;;;;16,8;2,03;35,6;5,2;222;Communauté De Communes Du Luy-de-béarn;?
479;Settons;"Retenue ""classique""";Bourgogne-France-Comté;Nièvre;Montsauche-les-Settons;La Cure;?;47,1967;4,05722;47,196739;4,057017;47,19547;4,059463;19;22,7;359;44;601;Etat;Navigation / Loisirs
480;Seyssel;"retenue ""linéaire"" - fil de l'eau";Auvergne-Rhône-Alpes;Ain;Corbonod;Le Rhône;1952;45,9711;5,83361;45,971333;5,833576;45,972608;5,83363;19,3;7,6;160;11300;293;CNR;Hydroélectricité
481;Sidiailles;"Retenue ""classique""";Centre-Val-de-Loire;Cher;Sidiailles;L'Arnon;1976;46,5092;2,33222;46,509202;2,332372;46,508286;2,332039;22;5,6;90;160;271;Conseil Départemental Du Cher / Siaep Boischaut-marche;Alimentation en eau/Loisirs
482;Sirous;à déterminer;Occitanie;Tarn;Bout-du-Pont-de-Larn;Arn;1936;43,5164;2,44942;43,516413;2,4494;43,516646;2,450194;22;0,26;4;162;401;Commune De Graulhet;Loisirs
483;Sisca;à déterminer;Occitanie;Ariège;Hospitalet-près-l'Andorre;Sisca;1960;42,5872;1,76917;;;;;18;0,12;2;?;2027;EDF;Hydroélectricité
484;Sisteron (canal de Sisteron);digue de canal;PACA;Hautes Alpes;Ventavon;La Durance;1975;44,3577;5,91774;;;;;37;6,32;canal;?;?;EDF;Hydroélectricité
485;Sorme;"Retenue ""classique""";Bourgogne-France-Comté;Saône et Loire;Blanzy;La Sorme;1971;46,7178;4,35389;46,717615;4,353001;46,719733;4,355748;14;12,5;230;62;300;Communaute Urbaine Le Creusot Montceau Les Mines/veolia Environnement;Alimentation en eau, Crues, Activité touristique
486;Soulages;;Auvergne-Rhône-Alpes;Loire;Saint-Chamond;Le Gier;1971;45,4378;4,51222;;;;;40;2,6;17;42;486;?;Alimentation en eau
487;Sourvayet Semeacq;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Séméacq-Blachon;Souvayet;2007;43,495;-0,111639;;;;;19;0,44;6;1,4;227;Asa D'irrigation De Séméacq Blachon;Irrigation
488;Takamaka1;"type classique ""arboré";DOM-TOM;La Réunion;Saint-Benoît;Marsouins;1968;-21,0944;55,6119;;;;;15,0;0,0;0,7;?;?;EDF;Hydroélectricité
489;Takamaka 2;;DOM-TOM;La Réunion;Saint-Benoît;Marsouins;1967;-21,1019;55,5856;;;;;29;0,126;10;21,9;852,25;EDF;Hydroélectricité
490;Taurons;;Auvergne-Rhône-Alpes;Cantal;Trémouille;Taurons;1971;45,3992;2,68861;;;;;16,2;1,2;24,5;15;871,7;EDF;Hydroélectricité
491;Tech;à déterminer;Occitanie;Hautes-Pyrénées;Arrens-Marsous (pas Ancizan);Gave d'Arrens;1951;42,9164;0,254722;42,916284;-0,254887;42,914587;-0,255853;31;1,6;14;60;1213;Siaep De La Viadene / Sdei;Alimentation en eau
492;temple;"retenue ""linéaire"" - fil de l'eau";Nouvelle Aquitaine;Lot-et-Garonne;Castelmoron-sur-Lot;Lot;1951;44,3919;0,498333;44,392159;0,498347;44,389505;0,499654;15,09;23;378;11194;40;EDF;Hydroélectricité
493;Teppe Rosse;"Retenue ""classique""";Corse;Haute-Corse;Aleria;Bacciana;1964;42,1017;9,46444;42,102066;9,464581;42,104358;9,463122;16;4,35;60;2,35;34,5;?;Irrigation/Alimentation en eau/Hydroélectricité
494;Ternay;;Auvergne-Rhône-Alpes;Ardèche;Saint-Marcel-les-Annonay;Le Ternay;?;45,2985;4,64376;;;;;39;2;27;29;516;?;Alimentation en eau / Crues / Loisirs
495;Thuries;"retenue ""linéaire"" - vallée de rivière";Occitanie;Tarn;Pampelonne;Le Viaur;1921;44,1236;2,25528;44,123583;2,255233;44,123337;2,253623;30,7;6,5;42,75;1050;292;EDF;Hydroélectricité/soutien d’étiage
496;Thurins;;Auvergne-Rhône-Alpes;Rhône;Thurins;Garon;1932;45,6824;4,65533;;;;;18;0,1;3;6;515;Commune de Thurins;Loisirs
497;Tignes;"Retenue ""classique""";Auvergne-Rhône-Alpes;Savoie;Tignes;l'Isère;1952;45,495;6,9325;45,495005;6,93228;45,491395;6,933697;160;230;274;171;1794;EDF;Hydroélectricité
498;Tolla;"Retenue ""classique""";Corse;Corse du Sud;Tolla;Le Prunelli;1965;41,9633;8,96444;41,963616;8,964645;41,963959;8,966394;87;34,74;115;132;563;EDF;Hydroélectricité/Irrigation/Alimentation en eau
499;Torcy Neuf;"Retenue ""classique""";Bourgogne-France-Comté;Saône et Loire;Torcy;La Bourbince;?;46,7717;4,44583;46,771804;4,446058;46,773479;4,444341;16,3;7,6;158,6;20,2;322,37;VNF;Navigation / Loisirs
500;Tordre;"Retenue ""classique""";Occitanie;Tarn-et-Garonne;Génébrières;Tordre;1992;44,0219;1,4575;44,022433;1,457353;44,019193;1,457567;15,5;3,2;64;11,4;133;ASAI Gouyre Tordre Gagnol;irrigation
501;Touche Poupard;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Deux-Sèvres;Saint-Georges-de-Noisné;Le Chambon;1995;46,4598;-0,202352;46,459872;-0,202475;46,461291;-0,202979;35;15;143;55;132;?;Irrigation/Alimentation en eau/Crues/Loisirs
502;Trapan;"Type ""classique""";PACA;Var;Bormes-les-Mimosas;Le Pellegrin;1968;43,1411;6,29194;43,141671;6,291852;43,142204;6,293053;22;2;25;2,7;58;Société Du Canal De Provence;Alimentation en eau
503;Tregat;;Bretagne;Morbihan;Theix;Theix;1972;47,6678;-2,63376;;;;;17;0,71;8;6,8;65,34;Syndicat Départemental De L'eau Du Morbihan / Saur;Alimentation en eau
504;Treignac;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Treignac;Vézère;1952;45,5542;1,815;45,55411;1,813231;45,555492;1,812458;22,5;7,5;101;231;516;?;Hydroélectricité
505;Trévadine;;Corse;Haute-Corse;Ghisoni;Fium Orbo;1991;42,0939;9,31806;;;;;17;0,247;5;135;153;EDF;Hydroélectricité/Irrigation
506;Troncens;à déterminer;Occitanie;Gers;Troncens;Carbounieu;1991;43,4491;0,226141;;;;;13;0,261;5,1;1,23;?;EDF;Hydroélectricité
507;Truel;à déterminer;Occitanie;Aveyron;Saint-Victor-et-Melvieu;Tarn;1958;44,06;2,76944;;;;;20,17;3,6;35;2700;?;EDF;Hydroélectricité
508;Tuilières;"retenue ""linéaire"" - fil de l'eau";Nouvelle Aquitaine;Dordogne;Saint-Agne;La Dordogne;1908;44,8448;0,632778;44,844741;0,632818;44,843783;0,634738;16,8;5;75;13650;38;EDF;Hydroélectricité
509;Ulis;;Ile-de-France;Essonne;Saint-Jean-de-Beauregard;Ru des Vaux;1977;48,6681;2,18861;;;;;19,18;0,22;2,2;4,5;141,85;Société D’économie Mixte D’aménagement Bures Orsay / Commune Des Ulis;Crues, loisirs
510;Val Saint Jean;;Auvergne-Rhône-Alpes;Cantal;Mauriac;Saint-Jean;?;45,22;2,31242;;;;;17;0,35;8;?;639,5;Commune de Mauriac;Loisirs
511;Valcros A;"Type ""classique""";PACA;Var;Londe-les-Maures;Maravenne;1970;43,19;6,29056;43,190077;6,290582;43,190437;6,29055;15;0,075;1,3;?;141,1;Sa Du Domaine De Valcros / Association Sportive Du Golf De Valcros;Irrigation/Alimentation en eau/Crues
512;Valcros D;"Type ""classique""";PACA;Var;Londe-les-Maures;Maravenne;1970;43,1692;6,26833;43,169358;6,268378;43,169295;6,269162;16;0,17;4,6;;81;Sa Du Domaine De Valcros / Association Sportive Du Golf De Valcros;Irrigation/Alimentation en eau/Crues
513;Vallabrègues;"retenue ""linéaire"" - fil de l'eau";Occitanie;Gard;Vallabrègues;Le Rhône;1969;43,8428;4,62333;43,842781;4,622772;43,846882;4,623845;20;70;1200;95590;11;CNR;Hydroélectricité/Navigation
514;Vallières;;Auvergne-Rhône-Alpes;Haute-Savoie;Vallières;Fier;1928;45,9015;5,92036;;;;;19,75;0,85;30;1294;?;EDF;Hydroélectricité
515;Vallon Dol;"Type ""classique""";PACA;Bouches du Rhône;Marseille 14ème;Vallon Dol;1973;43,3611;5,40167;43,3607;5,40173;43,362322;5,401258;47;3,127;17,2;?;255;Société Du Canal De Provence / Société Des Eaux De Marseille;Alimentation en eau
