Code;Nom;Type-de-retenue;Région;Département;Commune;Rivière;Date-construction;Lat;Lon;Lat. barrage;Long. Barrage;Lat. retenue;Long. Retenue;hauteur (m);Volume_Mm3;superficie_ha;Sbassin amont (km²);altitude_mNGF;Maitre-ouvrage_exploitant;Usages
269;Louet;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Escaunets;Carbouere Ou Louet-devant;1994;43,3461;-0,0636111;43,346473;-0,06363;43,344756;-0,064403;28;5,2;48;16;325;CACG;Hydroélectricité
270;Lourden;"Retenue ""classique""";Nouvelle Aquitaine;Landes;Duhort-Bachen;Lourden;1987;43,7061;-0,307778;43,706428;-0,307695;43,703558;-0,307137;22,5;5,1;65;18;138;CACG;Alimentation en eau
271;Lurberria;retenue sèche (crues ou abandonnée);Nouvelle Aquitaine;Pyrénées-Atlantiques;Saint-Pée-sur-Nivelle;La Nivelle;2008;43,3136;-1,53306;;;;;22;4;xx60;?;60;Syndicat Du Bassin De La Nivelle;Crues
273;Luzège;à déterminer;Nouvelle Aquitaine;Corrèze;Saint-Pantaléon-de-Lapleau;Luzège;1951;45,3096;2,17806;;;;;40;3,8;27;406;366;EDF;Hydroélectricité
274;Luzières;à déterminer;Occitanie;Tarn;Lacrouzette;L'Agout;1958;43,6675;2,41306;;;;;19;0,36;4;506;336;Legta Fonlabour;Irrigation
277;Magnoac;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Peyret-Saint-André;Geze;2006;43,3053;0,506111;43,305199;0,505851;43,3032;0,50362;18,8;4,9;62,5;?;310;CACG;Alimentation en eau
281;Malause;"retenue ""linéaire"" - fil de l'eau";Occitanie;Tarn-et-Garonne;Malause;La Garonne;1973;44,0806;0,980556;44,080838;0,98051;44,086656;0,991283;14,2;15;575;30900;62;EDF;Hydroélectricité/Loisirs
283;Manciès;"retenue ""linéaire"" - fil de l'eau";Occitanie;Haute-Garonne;Carbonne;La Garonne;1965;43,2828;1,20417;43,282577;1,204191;43,279121;1,196359;18,5;8;160;4650;211;?;Hydroélectricité / Irrigation
285;Marcaoue;"Type ""classique""";Occitanie;Gers;Pellefigue;La Marcaoue;1988;43,4694;0,798889;;;;;15,9;1,5;17,5;?;250;Asa De La Marcaoue;Alimentation en eau
286;Marcillac;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Corrèze;Saint-Pardoux-la-Croisille;La Doustre;1949;45,2481;1,99667;45,247828;1,996686;45,248568;1,997919;44,8;31;220;140;495;EDF;Hydroélectricité
291;Martineix;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Haute-Vienne;Saint-Julien-le-Petit;Maulde;1962;45,8167;1,67556;45,816579;1,675418;45,815954;1,675783;15,5;1,62;40;176;354;EDF;Hydroélectricité
292;Mas d'Armand;à déterminer;Occitanie;Lozère;Langogne;Gazelle;1981;44,7283;3,83389;;;;;19;0,814;10,5;53;947;Association Syndicale D'irrigation De Luc;Irrigation
293;Mas-Chaban;"Retenue ""classique""";Nouvelle Aquitaine;Charente;Lézignac-Durand;La Moulde;2000;45,8183;0,644444;45,818675;0,644586;45,815474;0,645959;23;14,2;174;52;221,4;Conseil Départemental Charente;Irrigation, Alimentation en eau et Loisirs.
294;Matemale;"Retenue ""classique""";Occitanie;Pyrénées-Orientales;Matemale;L'Aude;1960;42,5778;2,10972;42,577214;2,110006;42,57437;2,10726;33,5;20,55;223;32;1541;EDF;Hydroélectricité
295;Maury;"Retenue ""classique""";Occitanie;Aveyron;Saint-Amans-des-Cots;La Selves;1947;44,6625;2,6644;44,662789;2,664359;44,661492;2,66599;65;34,2;166;164;590;EDF;Hydroélectricité
297;Mazeaud;"Retenue ""classique""";Nouvelle Aquitaine;Haute-Vienne;Saint-Léger-la-Montagne;Couze;1978;46,0343;1,38914;46,036765;1,389368;46,036266;1,390881;32;7,1;46;22;459;?;Alimentation en eau
302;Miallet;"Retenue ""classique""";Nouvelle Aquitaine;Dordogne;Mialet;La Cole;1993;45,5491;0,91984;45,549105;0,919961;45,550458;0,922278;20,5;4,953;77;17;301;Conseil Départemental De La Dordogne / Sogedo;Irrigation / Alimentation en eau
304;Miel;à déterminer;Nouvelle Aquitaine;Corrèze;Beynat;;1968;45,1279;1,76607;45,127879;1,766048;45,129166;1,767132;9,5;0,28;10;;;?;Activités touristiques
305;Miélan;"Retenue ""classique""";Occitanie;Gers;Miélan;L'Osse;1968;43,4492;0,320556;43,449256;0,320331;43,446624;0,321082;15;3,7;77;23;219;CACG;Crues/Alimentation en eau/Loisirs
306;Migouélou;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Arrens-Marsous;Arriougrand;1959;42,8881;-0,298954;42,888531;-0,299317;42,888083;-0,300191;31;11,9;50;2,65;2280;EDF;Hydroélectricité
308;Miquelou;à déterminer;Occitanie;Tarn;Graulhet;Verdaussou;1929;43,75;1,99278;;;;;23;0,51;8,6;7,2;192;EDF;Hydroélectricité
311;Monbalen;à déterminer;Nouvelle Aquitaine;Lot-et-Garonne;Monbalen;?;?;44,315;0,742222;;;;;16;0,3;6;4;171;Sivu De La Masse Et De La Laurendanne;?
312;Monceaux la Virolle;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Viam;Vézère;1945;45,5858;1,88194;45,585702;1,881819;45,585972;1,883772;31,8;20,5;183;205;666;EDF;Hydroélectricité
313;Monclar;à déterminer;Occitanie;Tarn-et-Garonne;Monclar-de-Quercy;La garinette;1973;43,9642;1,58944;;;;;19,7;0,6;9;?;?;Commune de Monclar de Quercy;loisirs
314;Monnes (Etang);"Retenue ""classique""";Occitanie;Aveyron;Montézic;Le laney;1981;44,7256;2,65556;44,726228;2,657167;44,718993;2,657898;57;33,6;xx232;16,8;705;EDF;Hydroélectricité
316;Mont Larron;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Haute-Vienne;Saint-Julien-le-Petit;Maulde;1953;45,8203;1,71833;45,820448;1,71833;45,819835;1,718791;28;4,8;67;223;379;?;Hydroélectricité
317;Montagnèse;à déterminer;Occitanie;Tarn;Mazamet;Linoubre;1934;43,4614;2,34539;;;;;17;1,16;24;7;682;?;Loisirs
320;Montbel;"Retenue ""classique""";Occitanie;Ariège;Montbel;Triere;1985;42,9936;1,95861;42,993817;1,958542;42,988638;1,958284;36;60;550;15;402;institution interdépartementale pour l’aménagement du barrage de Montbel;Hydroélectricité
321;Montdely;"Retenue ""classique""";Occitanie;Ariège;Gabre;Leze;1980;43,0575;1,43556;43,057245;1,435244;43,056225;1,435019;24;4;55;13,6;384;Syndicat Mixte d'Aménagement Hydraulique de la Vallée de la Lèze;Hydroélectricité
323;Monts d'Orb (Avène);"retenue ""linéaire"" - vallée de rivière";Occitanie;Hérault;Avène;L'Orb;1962;43,7653;3,09306;43,765518;3,093142;43,766982;3,091501;60;33,6;194;125;433;BRL;Irrigation/Alimentation en eau
328;Nabeillou;à déterminer;Occitanie;Tarn;Graulhet;?;?;43,7583;1,96917;;;;;18;0,3;4;?;175;EDF;Hydroélectricité
329;Naguilhes;"Retenue ""classique""";Occitanie;Ariège;Orlu;Gnoles;1961;42,6611;1,91667;42,661174;1,91665;42,658318;1,916843;56;43;93;11,8;1891;?;Irrigation/Alimentation en eau/Crues/Navigation/Hydroélectricité
330;Naussac;"Retenue ""classique""";Occitanie;Lozère;Langogne;La Loire;1982;44,7478;3,82528;44,74781;3,825065;44,742359;3,821284;50;190;1050;53;947;établissement Public Loire / Brl Exploitation;Alimentation en eau/Loisirs/Irrigation/Hydroélectricité
332;Neuvic d'Ussel;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Sérandon;Triouzoune;1948;45,3767;2,29833;45,376877;2,298319;45,377729;2,297364;24,3;24;294;130;602;EDF;Hydroélectricité
335;Olhadoko;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Larrau;Olhadoko Erreka;1996;42,9881;-0,956944;;;;;17,2;0,02;3;12,7;?;SHEM;Hydroélectricité
336;Olivettes;"Retenue ""classique""";Occitanie;Hérault;Vailhan;La Peyne;1989;43,5592;3,29778;43,558754;3,297701;43,559664;3,298871;35;4,37;40;29,5;169;?;Irrigation/Alimentation en eau
338;One;retenue sèche;Occitanie;Haute-Garonne;Cazarilh-Laspènes;One;1960;42,7958;0,573611;42,795713;0,573739;42,79591;0,573085;25,0;0,1;sec;133;700;état / Serv. Restaur.terrains Montagne;Crues
339;Orédon;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Aragnouet;Neste de Couplan;?;42,8258;0,17;42,825474;0,168765;42,827202;0,166604;29;7,3;43;13,1;1851;SHEM;Hydroélectricité/Alimentation en eau
342;Oule;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Saint-Lary-Soulan;L'Oule;1923;42,8253;0,205278;42,825109;0,205328;42,828272;0,203418;50;16,6;60;28,4;1817;EDF;Hydroélectricité
343;Palhères;retenue sèche;Occitanie;Lozère;Pourcharesses;Palheres;1963;44,4358;3,91722;;;;;15,3;0,0;sec;;;;
347;Parayre;à déterminer;Occitanie;Haute-Garonne;Sainte-Foy-de-Peyrolières;Saudrune;1989;43,4681;1,15944;;;;;12;1,1;25;14,7;224;Asa De Sainte Foy De Peyrolieres;Irrigation
348;Pareloup;"Retenue ""classique""";Occitanie;Aveyron;Canet-de-Salars;Violou;1953;44,2117;2,71111;44,211547;2,71124;44,210724;2,712688;43,45;169;1259;160;806;EDF;Hydroélectricité/eau potable/loisirs/soutien d’étiage
350;Pas du Sant;à déterminer;Occitanie;Tarn;Verdalle;La Santoire;1940;43,4686;2,20333;;;;;19;0,135;1,87;4,1;596;?;Hydroélectricité
351;Passet;"Retenue ""classique""";Occitanie;Pyrénées-Orientales;Porté-Puymorens;Font Vive;?;42,5525;1,86557;42,552334;1,86541;42,5526;1,866067;16,2;0,2;40;?;1700;EDF;Hydroélectricité
354;Payolle;à déterminer;Occitanie;Hautes-Pyrénées;Ancizan;Adour de Payolle;1971;42,9356;0,294444;42,934601;0,294045;42,934845;0,295676;15;0,45;12,5;6,2;99;Asa De Saint Maur Soules;Irrigation
355;Peilhou;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Borce;Gave d'Aspe;1925;42,8294;-0,558611;42,829256;-0,558655;42,828406;-0,558467;19,1;0,11;3,6;33;?;EDF;Hydroélectricité
356;Pelle cahus;à déterminer;Occitanie;Gers;la Romieu;Sept-hountas;1986;43,9725;0,511389;;;;;17;0,312;6;1,35;?;Syndicat Intercommunal De Realimentation En Eau Des Vallees Du Laus Et Cabournieu;Irrigation
358;Pessoulens;à déterminer;Occitanie;Gers;Pessoulens;La Baysole;1974;43,8575;0,8825;;;;;15,04;0,707;14,6;9,1;152;EDF;Hydroélectricité
361;Peyralade;à déterminer;Occitanie;Tarn-et-Garonne;Roquecor;Combe De La Molle;1988;44,3083;0,955417;;;;;19,5;1,37;18;?;153;Asa De Montaigu De Quercy;irrigation
362;Peyrelongue;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Lucarré;Petit Lees;2002;43,3997;-0,0888415;;;;;18;1,1;20;4,1;274;Asa Du Petit Lées;Irrigation
364;Pinet;"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Viala-du-Tarn;Tarn;1929;44,0706;2,81;44,070155;2,809998;44,068397;2,813346;41,1;10,4;109;2677;323;Entente Interdépartementale 81/82 / Saur;Alimentation en eau/Irrigation
367;Pla de Soulcem;"Retenue ""classique""";Occitanie;Ariège;Auzat;Mounicou;1984;42,6767;1,45083;42,67724;1,45113;42,673785;1,448769;66,5;29,3;89,5;44,3;1581;EDF;Irrigation/Alimentation en eau/Hydroélectricité
369;Plan d'Arem;à déterminer;Occitanie;Haute-Garonne;Fos;La Garonne;1969;42,8578;0,738333;;;;;16;0,36;8;?;570;EDF;Hydroélectricité
372;Pomiro;à déterminer;Occitanie;Gers;Montréal;Pomiro;?;43,9175;0,153889;;;;;15;0,045;0,8;0,2;?;EDF;Hydroélectricité
375;Pont de Salars;"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Pont-de-Salars;Le Viaur;1952;44,2869;2,72861;44,287058;2,728516;44,287911;2,728559;34;20,55;182;182;719;?;Irrigation/Alimentation en eau/Crues
382;Pontviel;à déterminer;Occitanie;Tarn;Lamontélarié;L'Agout;1980;43,6006;2,57944;;;;;18,5;0,9;14,5;369;?;?;Hydroélectricité
384;Portillon;à déterminer;Occitanie;Haute-Garonne;Oô;Neste d'Oô;1951;42,7034;0,509722;42,703409;0,509596;42,70158;0,50848;22,3;6,8;36;3,2;?;EDF;Hydroélectricité
389;Puy Terrier;"Retenue ""classique""";Nouvelle Aquitaine;Deux-Sèvres;Saint-Loup-Lamairé;Cebron;1982;46,7728;-0,193611;46,773216;-0,193666;46,772657;-0,195479;22;11,5;190;162;119;?;Alimentation en eau/Irrigation/Crues/Loisirs
390;Puydarrieux;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Puydarrieux;Baisolle;1987;43,2953;0,426111;43,295583;0,426635;43,291023;0,423974;24;14,5;192;60;274;Gestion CACG;irrigation/loisirs
391;Puylaurent;"Retenue ""classique""";Occitanie;Lozère;la Bastide-Puylaurent;Le Chassezac;1996;44,53;3,88694;44,529919;3,887104;44,52845;3,885645;68,8;12,8;60;80;943;EDF;Irrigation/Alimentation en eau/Crues
392;Puyvalador;à déterminer;Occitanie;Pyrénées-Orientales;Réal;L'Aude;1932;42,6482;2,12528;;;;;30,9;9,9;2;134;1425;Syndicat Intercommunal D'eau Potable Du Sant;Alimentation en eau
398;Raschas;à déterminer;Occitanie;Lozère;Prévenchères;Le Chassezac;1964;44,5067;3,92306;;;;;18,7;1,554;25;102;827;EDF;Hydroélectricité
399;Rassisse;"Retenue ""classique""";Occitanie;Tarn;Mont-Roc;Le Dadou;1955;43,8058;2,35056;43,804567;2,347761;43,806503;2,347138;30;13;130;210;360; SIAH Dadou;eau potable/soutien d’étiage/hydroélectricité
400;Raviège;"retenue ""linéaire"" - vallée de rivière";Occitanie;Tarn;Anglès;L'Agout;1957;43,5953;2,59611;43,595215;2,595923;43,593366;2,597672;37;44,73;438;365;665;Conseil départemental du Tarn;Irrigation/Alimentation en eau/Navigation
404;Renung;à déterminer;Nouvelle Aquitaine;Landes;Renung;Bayle;1995;43,7442;-0,370833;43,744261;-0,370864;43,741408;-0,37022;19,4;2;27;10;98;?;Irrigation / Alimentation en eau
406;Riète;à déterminer;Occitanie;Ariège;Aston;Aston;1956;42,7103;1,66389;42,71013;1,664151;42,70883;1,66414;34,5;0,8;7,5;107;1086;?;Hydroélectricité
409;Rioumajou;à déterminer;Occitanie;Hautes-Pyrénées;Saint-Lary-Soulan;Rioumajou;1944;42,755;0,304722;;;;;22,5;0,06;1,2;50,4;1330;?;Irrigation
411;Rivières;"retenue ""linéaire"" - fil de l'eau";Occitanie;Tarn;Brens;Le tarn;1951;43,9058;1,96222;43,906146;1,962547;43,904883;1,964074;23,1;26,44;306;4900;138;EDF;Hydroélectricité
413;Roche aux Moines;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Creuse;Châtelus-le-Marcheix;Creuse;1932;46,502;1,58222;46,50271;1,581492;46,501839;1,580183;17;4,28;70;2450;146;EDF;Hydroélectricité
416;Roche Talamie;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Creuse;Châtelus-le-Marcheix;Le Taurion;1931;46,0094;1,62139;46,009387;1,620796;46,008568;1,622095;24;8,8;155;685;379;EDF;Hydroélectricité
422;Roucarie;"Retenue ""classique""";Occitanie;Tarn;Trévien;Ceret;1948;44,0839;2,13028;44,08373;2,12983;44,083484;2,13322;26;5,6;64;54;261;Conseil départemental du Tarn;Irrigation/Alimentation en eau
426;Rouvière;"retenue ""linéaire"" - vallée de rivière";Occitanie;Gard;Bragassargues;Le Crieulon;1971;43,9261;4,02472;43,92616;4,024815;43,927002;4,024364;18;8,937;215;97;87;EDF;Hydroélectricité
428;Sacles;à déterminer;Occitanie;Gers;Clermont-Pouyguillès;Sacles;1995;43,4856;0,519722;43,485889;0,519747;43,485832;0,51846;16;0,73;13,1;2;206;Commune de Campan;Loisirs
430;Saillant;à déterminer;Nouvelle Aquitaine;Corrèze;Allassac;Vezère;1930;45,2873;1,46746;45,28736;1,467359;45,287911;1,467815;26,6;0,45;7;963;167;?;Hydroélectricité
438;Saint Ferréol;"Retenue ""classique""";Occitanie;Haute-Garonne;Vaudreuille;Laudot;?;43,4364;2,02083;43,437796;2,019415;43,437655;2,021217;32;6,37;67;47,7;350;VNF;navigation
440;Saint géraud;"Retenue ""classique""";Occitanie;Tarn;Andouque;Le cérou;1992;44,0306;2,31444;44,030825;2,314322;44,031534;2,316146;45,5;15;101;80,3;366;Institution inter-départementale du barrage de St-Géraud (=CD81+82)  ;soutien d’étiage
443;Saint Marc;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Haute-Vienne;Saint-Laurent-les-Églises;Le Taurion;1930;45,9275;1,45556;45,927764;1,455474;45,928585;1,457974;40;20;150;1000;284;EDF;Hydroélectricité
445;Saint Maur Soulès;à déterminer;Occitanie;Gers;Saint-Maur;Rodou;1987;43,4817;0,352222;;;;;15;0,55;12;2,6;207;EDF;Hydroélectricité
447;Saint Pardoux;"Retenue ""classique""";Nouvelle Aquitaine;Haute-Vienne;Saint Pardoux;Couze;1976;46,0533;1,26806;46,053464;1,268132;46,050962;1,268154;19,42;22,9;331;77,3;362;Conseil Départemental De La Haute-vienne / Régie Du Lac De Saint-pardoux;Loisirs / alimentation en eau
451;Saint Sardos;à déterminer;Occitanie;Tarn-et-Garonne;Saint Sardos;Le Tort;1973;43,9106;1,14;;;;;15,75;0,96;16,33;6,2;?;Compagnie D'amenagement Des Coteaux De Gascogne;irrigation
454;Saint Sernin-Lanta;à déterminer;Occitanie;Haute-Garonne;Lanta;Avelanet;1987;43,5408;1,65889;;;;;15;0,92;20;3,9;188;Asa De Saint-sernin;Irrigation
455;Saint Vidian;"retenue ""linéaire"" - fil de l'eau";Occitanie;Haute-Garonne;Mauran;La Garonne;1959;43,1861;1;43,186365;0,999855;43,185643;0,995072;15,5;5;95;4358;257;EDF;Hydroélectricité
457;Saint-Cricq;"Retenue ""classique""";Occitanie;Gers;Thoux;L'Arcadèche;1968;43,6897;0,998333;43,68994;0,998511;43,689474;1,001922;15,5;3,5;70;12,5;169;VNF;Navigtion / Loisirs
458;Sainte Cécile d'Andorge;"Retenue ""classique""";Occitanie;Gard;Sainte Cécile d'Andorge;Le Gardon d'Alès;1967;44,2428;3,98139;44,242791;3,981384;44,242176;3,978465;42;1,6;75;109;267;EDF;Hydroélectricité
460;Sainte Engrace;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Sainte Engrace;Gave de Sainte Engrace;1955;43,0038;-0,849039;;;;;38,4;0,335;3;60;?;SHEM;Hydroélectricité
461;Sainte Marguerite Lafigère;à déterminer;Occitanie;Lozère;Pied-de-Borne;Le Chassezac;1966;44,4722;3,98861;;;;;26,7;0,585;11;416;322;Compagnie D'amenagement Des Coteaux De Gascogne;Irrigation
462;Sainte Peyres;"retenue ""linéaire"" - vallée de rivière";Occitanie;Tarn;Saint-Amans-Valtoret;Arn;1936;43,5381;2,49139;43,538183;2,491507;43,539614;2,492923;59,5;34,67;210;129;670;EDF;Hydroélectricité/soutien d’étiage
463;Salagou;"Retenue ""classique""";Occitanie;Hérault;Clermont-l'Hérault;Le Salagou;1970;43,6561;3,40222;43,65601;3,401941;43,654799;3,39958;57;102;700;76;145;BRL  ;Hydroélectricité/Navigation
466;Sarrans;"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Sainte-Geneviève-sur-Argence;La Truyère;1934;44,8294;2,74056;44,829456;2,740676;44,832606;2,740612;105;296;1000;2370;651;EDF;Hydroélectricité
468;Saut de Vésoles;"Retenue ""classique""";Occitanie;Hérault;Fraisse-sur-Agout;Le Bureau;1956;43,5531;2,79389;43,553084;2,794145;43,554763;2,793823;20;2,9;59,5;?;965;?;Irrigation
471;Sauveterre;"retenue ""linéaire"" - fil de l'eau";Occitanie;Gard;Sauveterre;Le Rhône;1973;44,0139;4,82861;44,013985;4,828629;44,017903;4,819678;29,5;47;700;76600;20;CNR;Hydroélectricité/Navigation
472;Séchemailles;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Ambrugeat;Les Farges;1984;45,5186;2,12389;45,518671;2,12432;45,520618;2,123944;16;2,4;42;52;632;?;Loisirs
474;Selvet;à déterminer;Occitanie;Aveyron;La Terrisse;Selvet;1996;44,7347;2,8475;;;;;19;0,636;14;?;1055;Commune De Carmaux / Siaep Carmaux;Alimentation en eau
475;Sénéchas;à déterminer;Occitanie;Gard;Chambon;La Cèze;1977;44,3186;4,04833;44,31886;4,0481;44,319842;4,046941;58;16,2;25;113;271;EDF;Hydroélectricité
478;Serres Castet;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Serres Castet;Gees;1998;43,3917;-0,344444;;;;;16,8;2,03;35,6;5,2;222;Communauté De Communes Du Luy-de-béarn;?
482;Sirous;à déterminer;Occitanie;Tarn;Bout-du-Pont-de-Larn;Arn;1936;43,5164;2,44942;43,516413;2,4494;43,516646;2,450194;22;0,26;4;162;401;Commune De Graulhet;Loisirs
483;Sisca;à déterminer;Occitanie;Ariège;Hospitalet-près-l'Andorre;Sisca;1960;42,5872;1,76917;;;;;18;0,12;2;?;2027;EDF;Hydroélectricité
487;Sourvayet Semeacq;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Séméacq-Blachon;Souvayet;2007;43,495;-0,111639;;;;;19;0,44;6;1,4;227;Asa D'irrigation De Séméacq Blachon;Irrigation
491;Tech;à déterminer;Occitanie;Hautes-Pyrénées;Arrens-Marsous (pas Ancizan);Gave d'Arrens;1951;42,9164;0,254722;42,916284;-0,254887;42,914587;-0,255853;31;1,6;14;60;1213;Siaep De La Viadene / Sdei;Alimentation en eau
492;temple;"retenue ""linéaire"" - fil de l'eau";Nouvelle Aquitaine;Lot-et-Garonne;Castelmoron-sur-Lot;Lot;1951;44,3919;0,498333;44,392159;0,498347;44,389505;0,499654;15,09;23;378;11194;40;EDF;Hydroélectricité
495;Thuries;"retenue ""linéaire"" - vallée de rivière";Occitanie;Tarn;Pampelonne;Le Viaur;1921;44,1236;2,25528;44,123583;2,255233;44,123337;2,253623;30,7;6,5;42,75;1050;292;EDF;Hydroélectricité/soutien d’étiage
500;Tordre;"Retenue ""classique""";Occitanie;Tarn-et-Garonne;Génébrières;Tordre;1992;44,0219;1,4575;44,022433;1,457353;44,019193;1,457567;15,5;3,2;64;11,4;133;ASAI Gouyre Tordre Gagnol;irrigation
501;Touche Poupard;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Deux-Sèvres;Saint-Georges-de-Noisné;Le Chambon;1995;46,4598;-0,202352;46,459872;-0,202475;46,461291;-0,202979;35;15;143;55;132;?;Irrigation/Alimentation en eau/Crues/Loisirs
504;Treignac;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Treignac;Vézère;1952;45,5542;1,815;45,55411;1,813231;45,555492;1,812458;22,5;7,5;101;231;516;?;Hydroélectricité
506;Troncens;à déterminer;Occitanie;Gers;Troncens;Carbounieu;1991;43,4491;0,226141;;;;;13;0,261;5,1;1,23;?;EDF;Hydroélectricité
507;Truel;à déterminer;Occitanie;Aveyron;Saint-Victor-et-Melvieu;Tarn;1958;44,06;2,76944;;;;;20,17;3,6;35;2700;?;EDF;Hydroélectricité
508;Tuilières;"retenue ""linéaire"" - fil de l'eau";Nouvelle Aquitaine;Dordogne;Saint-Agne;La Dordogne;1908;44,8448;0,632778;44,844741;0,632818;44,843783;0,634738;16,8;5;75;13650;38;EDF;Hydroélectricité
513;Vallabrègues;"retenue ""linéaire"" - fil de l'eau";Occitanie;Gard;Vallabrègues;Le Rhône;1969;43,8428;4,62333;43,842781;4,622772;43,846882;4,623845;20;70;1200;95590;11;CNR;Hydroélectricité/Navigation
518;Vassivière;"Retenue ""classique""";Nouvelle Aquitaine;Creuse;Royère-de-Vassivière;La Maulde;1950;45,8144;1,85528;45,814488;1,852432;45,813225;1,854374;32,2;106;976;75;653;EDF;Hydroélectricité
530;Vicents;à déterminer;Occitanie;Tarn-et-Garonne;Monclar-de-Quercy;Vincens;?;43,9658;1,605;;;;;15,2;0,12;2,5;?;?;Commune De Labastide-rouairoux;Alimentation en eau
534;Villefort;"Retenue ""classique""";Occitanie;Lozère;Villefort;L'Altier;1964;44,4539;3,93167;44,454215;3,931636;44,454092;3,928653;70,5;35,7;136;126;615;?;Alimentation en eau/Hydroélectricité
535;Villefranche de Panat;"Retenue ""classique""";Occitanie;Aveyron;Villefranche de Panat;Alrance;1951;24,0917;2,70306;44,091516;2,703092;44,093804;2,702416;17,1;10,9;192;43;726;EDF;Hydroélectricité
536;Villejoubert;"retenue ""linéaire"" - fil de l'eau";Nouvelle Aquitaine;Haute-Vienne;Champnétery;Maulde;1962;45,7953;1,56917;45,79556;1,569036;45,794513;1,571332;17,8;3,294;60;456;301;EDF;Hydroélectricité
537;Villeneuve;Retenue linéaire : Lit de rivière;Occitanie;Gard;Villeneuve-lès-Avignon;Le Rhône;1973;43,9961;4,81722;43,99592;4,817074;44,017903;4,819678;20,5;47;xx700;76600;?;EDF;Hydroélectricité
538;Villeneuve sur Lot;"retenue ""linéaire"" - fil de l'eau";Nouvelle Aquitaine;Lot-et-Garonne;Villeneuve-sur-Lot;Lot;1969;44,4033;0,721944;44,403247;0,721723;44,403959;0,724041;19,3;15,6;165;?;54;EDF;Hydroélectricité
540;Vinca;"Retenue ""classique""";Occitanie;Pyrénées-Orientales;Rodès;Têt;1978;42,6575;2,54417;42,65762;2,544056;42,654395;2,540708;55;24,6;177;940;247;Gestion CACG;Hydroélectricité
547;Goul;à déterminer;Occitanie;Aveyron;Saint-Hippolyte;Le Goul;1950;44,7264;2,55917;;;;;19;1;18;300;?;?;Irrigation
548;Caderousse aval;Retenue linéaire : Lit de rivière;Occitanie;Gard;Caderousse;Le Rhône;;;;44,095943;4,723192;44,101614;4,719569;;60;xx950;74000;40;?;Hydroélectricité, navigation
556;Villeneuve de la Raho ;"Retenue ""classique""";Occitanie;Pyrénées-Orientales;Villeneuve de la Raho ;Canal de Perpignan;1977;42,63126;2,90389;;Irrigation agricole, loisirs, lutte incendie;;1;;18;201;1;;;Irrigation, tourisme, soutien d'étiage
